date,day_of_week,blood_group,blood_product,units_used
2021-05-23,Sunday,A-,Plasma,16
2021-05-23,Sunday,B-,Platelets,7
2021-05-23,Sunday,B+,RBC,12
2021-05-23,Sunday,B+,Plasma,16
2021-05-23,Sunday,B+,Platelets,13
2021-05-23,Sunday,B-,RBC,7
2021-05-23,Sunday,A-,Platelets,7
2021-05-24,Monday,AB+,Plasma,14
2021-05-24,Monday,AB+,Platelets,12
2021-05-24,Monday,AB-,RBC,16
2021-05-24,Monday,AB-,Plasma,12
2021-05-24,Monday,AB-,Platelets,11
2021-05-24,Monday,O+,Plasma,11
2021-05-24,Monday,O+,Platelets,9
2021-05-24,Monday,O-,RBC,5
2021-05-24,Monday,O-,Plasma,11
2021-05-24,Monday,AB+,RBC,9
2021-05-24,Monday,O+,RBC,11
2021-05-24,Monday,O-,Platelets,13
2021-05-24,Monday,B-,Platelets,6
2021-05-24,Monday,B-,RBC,6
2021-05-24,Monday,A+,RBC,9
2021-05-24,Monday,A+,Plasma,6
2021-05-24,Monday,A+,Platelets,15
2021-05-24,Monday,A-,RBC,10
2021-05-24,Monday,B-,Plasma,10
2021-05-24,Monday,A-,Platelets,8
2021-05-24,Monday,B+,RBC,9
2021-05-24,Monday,B+,Plasma,9
2021-05-24,Monday,B+,Platelets,10
2021-05-24,Monday,A-,Plasma,3
2021-05-25,Tuesday,O-,Platelets,13
2021-05-25,Tuesday,O-,Plasma,9
2021-05-25,Tuesday,O-,RBC,7
2021-05-25,Tuesday,O+,Platelets,6
2021-05-25,Tuesday,O+,Plasma,13
2021-05-25,Tuesday,O+,RBC,11
2021-05-25,Tuesday,AB-,Platelets,10
2021-05-25,Tuesday,AB-,Plasma,15
2021-05-25,Tuesday,AB-,RBC,12
2021-05-25,Tuesday,AB+,Plasma,12
2021-05-25,Tuesday,AB+,RBC,14
2021-05-25,Tuesday,AB+,Platelets,8
2021-05-25,Tuesday,B-,Plasma,4
2021-05-25,Tuesday,A+,RBC,17
2021-05-25,Tuesday,A+,Plasma,11
2021-05-25,Tuesday,A+,Platelets,13
2021-05-25,Tuesday,A-,RBC,11
2021-05-25,Tuesday,A-,Plasma,4
2021-05-25,Tuesday,B-,Platelets,5
2021-05-25,Tuesday,B+,RBC,13
2021-05-25,Tuesday,B+,Plasma,13
2021-05-25,Tuesday,B+,Platelets,10
2021-05-25,Tuesday,B-,RBC,6
2021-05-25,Tuesday,A-,Platelets,16
2021-05-26,Wednesday,AB+,Plasma,11
2021-05-26,Wednesday,O-,Plasma,3
2021-05-26,Wednesday,O-,RBC,4
2021-05-26,Wednesday,O+,Platelets,11
2021-05-26,Wednesday,O+,Plasma,8
2021-05-26,Wednesday,O+,RBC,6
2021-05-26,Wednesday,AB-,Platelets,4
2021-05-26,Wednesday,AB-,Plasma,7
2021-05-26,Wednesday,AB-,RBC,4
2021-05-26,Wednesday,AB+,Platelets,11
2021-05-26,Wednesday,O-,Platelets,2
2021-05-26,Wednesday,AB+,RBC,5
2021-05-26,Wednesday,B-,Plasma,5
2021-05-26,Wednesday,A+,RBC,5
2021-05-26,Wednesday,A+,Plasma,11
2021-05-26,Wednesday,A+,Platelets,8
2021-05-26,Wednesday,A-,RBC,14
2021-05-26,Wednesday,A-,Plasma,4
2021-05-26,Wednesday,B-,Platelets,13
2021-05-26,Wednesday,B+,RBC,18
2021-05-26,Wednesday,B+,Plasma,17
2021-05-26,Wednesday,B+,Platelets,6
2021-05-26,Wednesday,B-,RBC,16
2021-05-26,Wednesday,A-,Platelets,6
2021-05-27,Thursday,AB+,Plasma,12
2021-05-27,Thursday,AB+,Platelets,7
2021-05-27,Thursday,AB-,RBC,13
2021-05-27,Thursday,AB-,Plasma,9
2021-05-27,Thursday,AB-,Platelets,11
2021-05-27,Thursday,O+,Plasma,9
2021-05-27,Thursday,O+,Platelets,15
2021-05-27,Thursday,O-,RBC,13
2021-05-27,Thursday,O-,Plasma,12
2021-05-27,Thursday,AB+,RBC,7
2021-05-27,Thursday,O+,RBC,8
2021-05-27,Thursday,O-,Platelets,8
2021-05-27,Thursday,B-,Platelets,4
2021-05-27,Thursday,B-,RBC,4
2021-05-27,Thursday,B+,Platelets,6
2021-05-27,Thursday,B+,Plasma,9
2021-05-27,Thursday,B+,RBC,9
2021-05-27,Thursday,A-,Platelets,10
2021-05-27,Thursday,A-,Plasma,8
2021-05-27,Thursday,A-,RBC,16
2021-05-27,Thursday,A+,Platelets,12
2021-05-27,Thursday,A+,Plasma,7
2021-05-27,Thursday,A+,RBC,7
2021-05-27,Thursday,B-,Plasma,8
2021-05-28,Friday,AB+,Platelets,5
2021-05-28,Friday,AB-,RBC,8
2021-05-28,Friday,AB-,Plasma,6
2021-05-28,Friday,AB-,Platelets,12
2021-05-28,Friday,O+,RBC,8
2021-05-28,Friday,O-,Platelets,11
2021-05-28,Friday,O+,Platelets,17
2021-05-28,Friday,O-,RBC,4
2021-05-28,Friday,O-,Plasma,3
2021-05-28,Friday,AB+,Plasma,14
2021-05-28,Friday,O+,Plasma,12
2021-05-28,Friday,AB+,RBC,14
2021-05-28,Friday,B-,Platelets,19
2021-05-28,Friday,B-,Plasma,13
2021-05-28,Friday,A+,Plasma,13
2021-05-28,Friday,A+,Platelets,16
2021-05-28,Friday,A-,RBC,8
2021-05-28,Friday,A-,Plasma,8
2021-05-28,Friday,A+,RBC,13
2021-05-28,Friday,B+,RBC,5
2021-05-28,Friday,B+,Plasma,13
2021-05-28,Friday,B+,Platelets,9
2021-05-28,Friday,B-,RBC,4
2021-05-28,Friday,A-,Platelets,5
2021-05-29,Saturday,AB+,Platelets,3
2021-05-29,Saturday,O-,Platelets,10
2021-05-29,Saturday,O-,Plasma,13
2021-05-29,Saturday,O-,RBC,7
2021-05-29,Saturday,O+,Platelets,7
2021-05-29,Saturday,O+,Plasma,12
2021-05-29,Saturday,O+,RBC,13
2021-05-29,Saturday,AB-,Platelets,13
2021-05-29,Saturday,AB-,Plasma,8
2021-05-29,Saturday,AB-,RBC,7
2021-05-29,Saturday,AB+,Plasma,4
2021-05-29,Saturday,AB+,RBC,15
2021-05-29,Saturday,A+,RBC,17
2021-05-29,Saturday,B-,Platelets,8
2021-05-29,Saturday,A+,Plasma,3
2021-05-29,Saturday,A+,Platelets,11
2021-05-29,Saturday,A-,Plasma,12
2021-05-29,Saturday,A-,Platelets,4
2021-05-29,Saturday,A-,RBC,10
2021-05-29,Saturday,B+,Plasma,9
2021-05-29,Saturday,B+,Platelets,7
2021-05-29,Saturday,B-,RBC,8
2021-05-29,Saturday,B-,Plasma,12
2021-05-29,Saturday,B+,RBC,14
2021-05-30,Sunday,AB-,Platelets,11
2021-05-30,Sunday,AB+,Platelets,7
2021-05-30,Sunday,AB-,RBC,11
2021-05-30,Sunday,AB-,Plasma,15
2021-05-30,Sunday,O+,RBC,11
2021-05-30,Sunday,AB+,Plasma,15
2021-05-30,Sunday,O+,Platelets,10
2021-05-30,Sunday,O-,RBC,13
2021-05-30,Sunday,O-,Plasma,17
2021-05-30,Sunday,O-,Platelets,16
2021-05-30,Sunday,O+,Plasma,13
2021-05-30,Sunday,AB+,RBC,12
2021-05-30,Sunday,B-,Platelets,16
2021-05-30,Sunday,B-,Plasma,11
2021-05-30,Sunday,B-,RBC,16
2021-05-30,Sunday,B+,Platelets,10
2021-05-30,Sunday,B+,Plasma,5
2021-05-30,Sunday,B+,RBC,9
2021-05-30,Sunday,A-,Platelets,9
2021-05-30,Sunday,A-,Plasma,15
2021-05-30,Sunday,A-,RBC,11
2021-05-30,Sunday,A+,Platelets,7
2021-05-30,Sunday,A+,Plasma,7
2021-05-30,Sunday,A+,RBC,15
2021-05-31,Monday,AB+,Platelets,5
2021-05-31,Monday,AB-,RBC,15
2021-05-31,Monday,AB-,Plasma,1
2021-05-31,Monday,AB-,Platelets,3
2021-05-31,Monday,O+,RBC,5
2021-05-31,Monday,O-,Platelets,6
2021-05-31,Monday,O+,Platelets,19
2021-05-31,Monday,O-,RBC,6
2021-05-31,Monday,O-,Plasma,7
2021-05-31,Monday,AB+,Plasma,6
2021-05-31,Monday,O+,Plasma,13
2021-05-31,Monday,AB+,RBC,11
2021-05-31,Monday,B-,Platelets,14
2021-05-31,Monday,B-,Plasma,11
2021-05-31,Monday,A+,Plasma,6
2021-05-31,Monday,A+,Platelets,13
2021-05-31,Monday,A-,RBC,10
2021-05-31,Monday,A-,Plasma,2
2021-05-31,Monday,A+,RBC,13
2021-05-31,Monday,B+,RBC,13
2021-05-31,Monday,B+,Plasma,5
2021-05-31,Monday,B+,Platelets,18
2021-05-31,Monday,B-,RBC,6
2021-05-31,Monday,A-,Platelets,13
2021-06-01,Tuesday,AB+,Platelets,0
2021-06-01,Tuesday,O-,Platelets,0
2021-06-01,Tuesday,O-,Plasma,0
2021-06-01,Tuesday,O-,RBC,1
2021-06-01,Tuesday,O+,Platelets,0
2021-06-01,Tuesday,O+,Plasma,0
2021-06-01,Tuesday,O+,RBC,5
2021-06-01,Tuesday,AB-,Platelets,1
2021-06-01,Tuesday,AB-,Plasma,3
2021-06-01,Tuesday,AB-,RBC,0
2021-06-01,Tuesday,AB+,Plasma,1
2021-06-01,Tuesday,AB+,RBC,0
2021-06-01,Tuesday,B-,Platelets,0
2021-06-01,Tuesday,A+,Plasma,2
2021-06-01,Tuesday,A+,Platelets,0
2021-06-01,Tuesday,A-,RBC,0
2021-06-01,Tuesday,A-,Plasma,1
2021-06-01,Tuesday,A-,Platelets,0
2021-06-01,Tuesday,A+,RBC,0
2021-06-01,Tuesday,B+,Plasma,1
2021-06-01,Tuesday,B+,Platelets,0
2021-06-01,Tuesday,B-,RBC,1
2021-06-01,Tuesday,B-,Plasma,3
2021-06-01,Tuesday,B+,RBC,3
2021-06-02,Wednesday,AB+,Platelets,3
2021-06-02,Wednesday,AB-,RBC,0
2021-06-02,Wednesday,AB-,Plasma,0
2021-06-02,Wednesday,AB-,Platelets,1
2021-06-02,Wednesday,O+,RBC,3
2021-06-02,Wednesday,O+,Platelets,0
2021-06-02,Wednesday,O-,RBC,1
2021-06-02,Wednesday,O-,Plasma,2
2021-06-02,Wednesday,O-,Platelets,0
2021-06-02,Wednesday,AB+,Plasma,1
2021-06-02,Wednesday,O+,Plasma,1
2021-06-02,Wednesday,AB+,RBC,0
2021-06-02,Wednesday,B-,Platelets,0
2021-06-02,Wednesday,B-,Plasma,0
2021-06-02,Wednesday,B-,RBC,0
2021-06-02,Wednesday,B+,Platelets,0
2021-06-02,Wednesday,B+,Plasma,2
2021-06-02,Wednesday,B+,RBC,2
2021-06-02,Wednesday,A-,Platelets,1
2021-06-02,Wednesday,A-,Plasma,0
2021-06-02,Wednesday,A-,RBC,0
2021-06-02,Wednesday,A+,Platelets,4
2021-06-02,Wednesday,A+,Plasma,2
2021-06-02,Wednesday,A+,RBC,4
2021-06-03,Thursday,AB+,Platelets,0
2021-06-03,Thursday,AB-,RBC,1
2021-06-03,Thursday,AB-,Plasma,0
2021-06-03,Thursday,AB-,Platelets,0
2021-06-03,Thursday,O+,RBC,7
2021-06-03,Thursday,O-,Platelets,0
2021-06-03,Thursday,O+,Platelets,0
2021-06-03,Thursday,O-,RBC,1
2021-06-03,Thursday,O-,Plasma,2
2021-06-03,Thursday,AB+,Plasma,0
2021-06-03,Thursday,O+,Plasma,0
2021-06-03,Thursday,B-,Platelets,0
2021-06-03,Thursday,B+,Platelets,7
2021-06-03,Thursday,B-,Plasma,0
2021-06-03,Thursday,B-,RBC,0
2021-06-03,Thursday,B+,Plasma,0
2021-06-03,Thursday,B+,RBC,0
2021-06-03,Thursday,A-,Platelets,1
2021-06-03,Thursday,A-,Plasma,0
2021-06-03,Thursday,A-,RBC,0
2021-06-03,Thursday,A+,Platelets,0
2021-06-03,Thursday,A+,Plasma,3
2021-06-03,Thursday,A+,RBC,0
2021-06-03,Thursday,AB+,RBC,0
2021-06-04,Friday,AB+,Platelets,0
2021-06-04,Friday,AB-,RBC,3
2021-06-04,Friday,AB-,Plasma,0
2021-06-04,Friday,AB-,Platelets,1
2021-06-04,Friday,O-,Plasma,0
2021-06-04,Friday,O+,Plasma,0
2021-06-04,Friday,O+,Platelets,0
2021-06-04,Friday,O-,RBC,0
2021-06-04,Friday,AB+,Plasma,0
2021-06-04,Friday,O-,Platelets,0
2021-06-04,Friday,O+,RBC,3
2021-06-04,Friday,AB+,RBC,0
2021-06-04,Friday,B+,Platelets,0
2021-06-04,Friday,B-,Plasma,2
2021-06-04,Friday,B-,RBC,0
2021-06-04,Friday,B+,Plasma,0
2021-06-04,Friday,B+,RBC,1
2021-06-04,Friday,A-,Platelets,1
2021-06-04,Friday,A-,Plasma,0
2021-06-04,Friday,A-,RBC,0
2021-06-04,Friday,A+,Platelets,0
2021-06-04,Friday,A+,Plasma,0
2021-06-04,Friday,A+,RBC,0
2021-06-04,Friday,B-,Platelets,0
2021-06-05,Saturday,AB-,Platelets,7
2021-06-05,Saturday,AB+,Platelets,8
2021-06-05,Saturday,AB-,RBC,5
2021-06-05,Saturday,AB-,Plasma,2
2021-06-05,Saturday,O+,RBC,11
2021-06-05,Saturday,AB+,Plasma,1
2021-06-05,Saturday,O+,Platelets,7
2021-06-05,Saturday,O-,RBC,10
2021-06-05,Saturday,O-,Plasma,8
2021-06-05,Saturday,O-,Platelets,7
2021-06-05,Saturday,O+,Plasma,10
2021-06-05,Saturday,AB+,RBC,9
2021-06-05,Saturday,A+,RBC,7
2021-06-05,Saturday,B-,Plasma,3
2021-06-05,Saturday,B-,RBC,7
2021-06-05,Saturday,B+,Platelets,5
2021-06-05,Saturday,B+,Plasma,6
2021-06-05,Saturday,B+,RBC,3
2021-06-05,Saturday,A-,Platelets,9
2021-06-05,Saturday,A-,Plasma,1
2021-06-05,Saturday,A-,RBC,9
2021-06-05,Saturday,A+,Platelets,9
2021-06-05,Saturday,A+,Plasma,9
2021-06-05,Saturday,B-,Platelets,1
2021-06-06,Sunday,AB+,Platelets,4
2021-06-06,Sunday,AB-,RBC,1
2021-06-06,Sunday,AB-,Plasma,9
2021-06-06,Sunday,AB-,Platelets,1
2021-06-06,Sunday,O+,RBC,9
2021-06-06,Sunday,O-,Platelets,4
2021-06-06,Sunday,O+,Platelets,5
2021-06-06,Sunday,O-,RBC,0
2021-06-06,Sunday,O-,Plasma,6
2021-06-06,Sunday,AB+,Plasma,1
2021-06-06,Sunday,O+,Plasma,4
2021-06-06,Sunday,AB+,RBC,6
2021-06-06,Sunday,B-,Platelets,5
2021-06-06,Sunday,B-,Plasma,12
2021-06-06,Sunday,A+,Plasma,7
2021-06-06,Sunday,A+,Platelets,3
2021-06-06,Sunday,A-,RBC,4
2021-06-06,Sunday,A-,Plasma,6
2021-06-06,Sunday,A+,RBC,4
2021-06-06,Sunday,B+,RBC,5
2021-06-06,Sunday,B+,Plasma,8
2021-06-06,Sunday,B+,Platelets,6
2021-06-06,Sunday,B-,RBC,10
2021-06-06,Sunday,A-,Platelets,8
2021-06-07,Monday,AB+,Platelets,0
2021-06-07,Monday,O-,Platelets,0
2021-06-07,Monday,O-,Plasma,1
2021-06-07,Monday,O-,RBC,0
2021-06-07,Monday,O+,Platelets,1
2021-06-07,Monday,O+,Plasma,0
2021-06-07,Monday,O+,RBC,0
2021-06-07,Monday,AB-,Platelets,0
2021-06-07,Monday,AB-,Plasma,3
2021-06-07,Monday,AB-,RBC,0
2021-06-07,Monday,AB+,Plasma,0
2021-06-07,Monday,AB+,RBC,3
2021-06-07,Monday,A+,RBC,1
2021-06-07,Monday,A+,Plasma,0
2021-06-07,Monday,A+,Platelets,0
2021-06-07,Monday,A-,RBC,0
2021-06-07,Monday,A-,Plasma,0
2021-06-07,Monday,A-,Platelets,0
2021-06-07,Monday,B-,Platelets,0
2021-06-07,Monday,B+,Plasma,0
2021-06-07,Monday,B+,Platelets,0
2021-06-07,Monday,B-,RBC,0
2021-06-07,Monday,B-,Plasma,0
2021-06-07,Monday,B+,RBC,1
2021-06-08,Tuesday,AB+,Platelets,0
2021-06-08,Tuesday,AB-,RBC,2
2021-06-08,Tuesday,AB-,Plasma,0
2021-06-08,Tuesday,AB-,Platelets,0
2021-06-08,Tuesday,O+,RBC,0
2021-06-08,Tuesday,O+,Platelets,0
2021-06-08,Tuesday,O-,RBC,0
2021-06-08,Tuesday,O-,Plasma,0
2021-06-08,Tuesday,O-,Platelets,0
2021-06-08,Tuesday,AB+,Plasma,0
2021-06-08,Tuesday,O+,Plasma,1
2021-06-08,Tuesday,B-,Platelets,2
2021-06-08,Tuesday,B+,Platelets,1
2021-06-08,Tuesday,B-,Plasma,1
2021-06-08,Tuesday,B-,RBC,0
2021-06-08,Tuesday,B+,Plasma,0
2021-06-08,Tuesday,B+,RBC,5
2021-06-08,Tuesday,A-,Platelets,4
2021-06-08,Tuesday,A-,Plasma,0
2021-06-08,Tuesday,A-,RBC,1
2021-06-08,Tuesday,A+,Platelets,3
2021-06-08,Tuesday,A+,Plasma,0
2021-06-08,Tuesday,A+,RBC,0
2021-06-08,Tuesday,AB+,RBC,0
2021-06-09,Wednesday,AB-,Platelets,0
2021-06-09,Wednesday,AB+,Platelets,1
2021-06-09,Wednesday,AB-,RBC,0
2021-06-09,Wednesday,AB-,Plasma,0
2021-06-09,Wednesday,O+,RBC,0
2021-06-09,Wednesday,AB+,Plasma,3
2021-06-09,Wednesday,O+,Platelets,0
2021-06-09,Wednesday,O-,RBC,1
2021-06-09,Wednesday,O-,Plasma,1
2021-06-09,Wednesday,O-,Platelets,0
2021-06-09,Wednesday,O+,Plasma,1
2021-06-09,Wednesday,AB+,RBC,0
2021-06-09,Wednesday,A+,RBC,0
2021-06-09,Wednesday,B-,Plasma,0
2021-06-09,Wednesday,A+,Plasma,0
2021-06-09,Wednesday,A+,Platelets,0
2021-06-09,Wednesday,A-,RBC,0
2021-06-09,Wednesday,A-,Plasma,2
2021-06-09,Wednesday,B-,Platelets,3
2021-06-09,Wednesday,B+,RBC,4
2021-06-09,Wednesday,B+,Plasma,0
2021-06-09,Wednesday,B+,Platelets,3
2021-06-09,Wednesday,B-,RBC,0
2021-06-09,Wednesday,A-,Platelets,1
2021-06-10,Thursday,AB+,Platelets,0
2021-06-10,Thursday,O-,Platelets,0
2021-06-10,Thursday,O-,Plasma,1
2021-06-10,Thursday,O-,RBC,0
2021-06-10,Thursday,O+,Platelets,0
2021-06-10,Thursday,O+,Plasma,3
2021-06-10,Thursday,O+,RBC,0
2021-06-10,Thursday,AB-,Platelets,3
2021-06-10,Thursday,AB-,Plasma,0
2021-06-10,Thursday,AB-,RBC,1
2021-06-10,Thursday,AB+,Plasma,0
2021-06-10,Thursday,AB+,RBC,0
2021-06-10,Thursday,A+,RBC,2
2021-06-10,Thursday,B-,Platelets,0
2021-06-10,Thursday,A+,Plasma,0
2021-06-10,Thursday,A+,Platelets,0
2021-06-10,Thursday,A-,Plasma,2
2021-06-10,Thursday,A-,Platelets,3
2021-06-10,Thursday,A-,RBC,1
2021-06-10,Thursday,B+,Plasma,3
2021-06-10,Thursday,B+,Platelets,3
2021-06-10,Thursday,B-,RBC,0
2021-06-10,Thursday,B-,Plasma,0
2021-06-10,Thursday,B+,RBC,5
2021-06-11,Friday,AB-,Platelets,1
2021-06-11,Friday,AB+,Platelets,2
2021-06-11,Friday,AB-,RBC,1
2021-06-11,Friday,AB-,Plasma,2
2021-06-11,Friday,O+,RBC,1
2021-06-11,Friday,AB+,Plasma,1
2021-06-11,Friday,O+,Platelets,3
2021-06-11,Friday,O-,RBC,2
2021-06-11,Friday,O-,Plasma,0
2021-06-11,Friday,O-,Platelets,0
2021-06-11,Friday,O+,Plasma,3
2021-06-11,Friday,AB+,RBC,0
2021-06-11,Friday,A+,RBC,0
2021-06-11,Friday,B-,Plasma,0
2021-06-11,Friday,B-,RBC,0
2021-06-11,Friday,B+,Platelets,4
2021-06-11,Friday,B+,Plasma,3
2021-06-11,Friday,B+,RBC,0
2021-06-11,Friday,A-,Platelets,0
2021-06-11,Friday,A-,Plasma,2
2021-06-11,Friday,A-,RBC,3
2021-06-11,Friday,A+,Platelets,1
2021-06-11,Friday,A+,Plasma,0
2021-06-11,Friday,B-,Platelets,0
2021-06-12,Saturday,AB+,Platelets,4
2021-06-12,Saturday,AB-,RBC,3
2021-06-12,Saturday,AB-,Plasma,7
2021-06-12,Saturday,AB-,Platelets,9
2021-06-12,Saturday,O+,RBC,3
2021-06-12,Saturday,O-,Platelets,4
2021-06-12,Saturday,O+,Platelets,6
2021-06-12,Saturday,O-,RBC,6
2021-06-12,Saturday,O-,Plasma,7
2021-06-12,Saturday,AB+,Plasma,8
2021-06-12,Saturday,O+,Plasma,3
2021-06-12,Saturday,AB+,RBC,5
2021-06-12,Saturday,A+,RBC,14
2021-06-12,Saturday,B-,Plasma,3
2021-06-12,Saturday,A+,Plasma,12
2021-06-12,Saturday,A+,Platelets,3
2021-06-12,Saturday,A-,RBC,7
2021-06-12,Saturday,A-,Plasma,4
2021-06-12,Saturday,B-,Platelets,1
2021-06-12,Saturday,B+,RBC,8
2021-06-12,Saturday,B+,Plasma,2
2021-06-12,Saturday,B+,Platelets,3
2021-06-12,Saturday,B-,RBC,5
2021-06-12,Saturday,A-,Platelets,4
2021-06-13,Sunday,O-,Platelets,11
2021-06-13,Sunday,O-,Plasma,10
2021-06-13,Sunday,O-,RBC,0
2021-06-13,Sunday,O+,Platelets,3
2021-06-13,Sunday,O+,Plasma,7
2021-06-13,Sunday,O+,RBC,5
2021-06-13,Sunday,AB-,Platelets,6
2021-06-13,Sunday,AB-,Plasma,10
2021-06-13,Sunday,AB+,Platelets,7
2021-06-13,Sunday,AB+,Plasma,1
2021-06-13,Sunday,AB+,RBC,4
2021-06-13,Sunday,AB-,RBC,14
2021-06-13,Sunday,B-,Plasma,7
2021-06-13,Sunday,B-,Platelets,10
2021-06-13,Sunday,A+,Plasma,7
2021-06-13,Sunday,A+,Platelets,7
2021-06-13,Sunday,A-,RBC,9
2021-06-13,Sunday,A-,Plasma,9
2021-06-13,Sunday,A+,RBC,3
2021-06-13,Sunday,B+,RBC,10
2021-06-13,Sunday,B+,Plasma,5
2021-06-13,Sunday,B+,Platelets,5
2021-06-13,Sunday,B-,RBC,7
2021-06-13,Sunday,A-,Platelets,4
2021-06-14,Monday,AB+,Platelets,0
2021-06-14,Monday,AB-,RBC,2
2021-06-14,Monday,AB-,Plasma,0
2021-06-14,Monday,AB-,Platelets,0
2021-06-14,Monday,O+,RBC,0
2021-06-14,Monday,O+,Platelets,1
2021-06-14,Monday,O-,RBC,1
2021-06-14,Monday,O-,Plasma,0
2021-06-14,Monday,O-,Platelets,0
2021-06-14,Monday,AB+,Plasma,0
2021-06-14,Monday,O+,Plasma,0
2021-06-14,Monday,AB+,RBC,0
2021-06-14,Monday,A+,Platelets,3
2021-06-14,Monday,B-,Plasma,0
2021-06-14,Monday,B-,Platelets,1
2021-06-14,Monday,A+,Plasma,0
2021-06-14,Monday,A-,RBC,2
2021-06-14,Monday,A-,Plasma,1
2021-06-14,Monday,A+,RBC,3
2021-06-14,Monday,B+,RBC,0
2021-06-14,Monday,B+,Plasma,0
2021-06-14,Monday,B+,Platelets,1
2021-06-14,Monday,B-,RBC,3
2021-06-14,Monday,A-,Platelets,1
2021-06-15,Tuesday,AB+,Plasma,0
2021-06-15,Tuesday,O-,Plasma,1
2021-06-15,Tuesday,O-,RBC,1
2021-06-15,Tuesday,O+,Platelets,0
2021-06-15,Tuesday,O+,Plasma,0
2021-06-15,Tuesday,O+,RBC,3
2021-06-15,Tuesday,AB-,Platelets,1
2021-06-15,Tuesday,AB-,Plasma,0
2021-06-15,Tuesday,AB-,RBC,0
2021-06-15,Tuesday,AB+,Platelets,0
2021-06-15,Tuesday,AB+,RBC,0
2021-06-15,Tuesday,O-,Platelets,0
2021-06-15,Tuesday,B-,Plasma,0
2021-06-15,Tuesday,A+,RBC,2
2021-06-15,Tuesday,A+,Plasma,0
2021-06-15,Tuesday,A+,Platelets,0
2021-06-15,Tuesday,A-,RBC,2
2021-06-15,Tuesday,A-,Plasma,0
2021-06-15,Tuesday,B-,Platelets,0
2021-06-15,Tuesday,B+,RBC,0
2021-06-15,Tuesday,B+,Plasma,1
2021-06-15,Tuesday,B+,Platelets,0
2021-06-15,Tuesday,B-,RBC,2
2021-06-15,Tuesday,A-,Platelets,0
2021-06-16,Wednesday,AB+,Platelets,0
2021-06-16,Wednesday,AB-,RBC,0
2021-06-16,Wednesday,AB-,Plasma,0
2021-06-16,Wednesday,AB-,Platelets,0
2021-06-16,Wednesday,O+,RBC,0
2021-06-16,Wednesday,O+,Platelets,0
2021-06-16,Wednesday,O-,RBC,0
2021-06-16,Wednesday,O-,Plasma,0
2021-06-16,Wednesday,O-,Platelets,0
2021-06-16,Wednesday,AB+,Plasma,0
2021-06-16,Wednesday,O+,Plasma,1
2021-06-16,Wednesday,AB+,RBC,0
2021-06-16,Wednesday,A+,Platelets,0
2021-06-16,Wednesday,B-,Plasma,0
2021-06-16,Wednesday,A+,Plasma,0
2021-06-16,Wednesday,B-,Platelets,0
2021-06-16,Wednesday,A-,RBC,0
2021-06-16,Wednesday,A-,Plasma,0
2021-06-16,Wednesday,A+,RBC,0
2021-06-16,Wednesday,B+,RBC,0
2021-06-16,Wednesday,B+,Plasma,0
2021-06-16,Wednesday,B+,Platelets,0
2021-06-16,Wednesday,B-,RBC,0
2021-06-16,Wednesday,A-,Platelets,0
2021-06-17,Thursday,AB+,Plasma,0
2021-06-17,Thursday,O-,Plasma,0
2021-06-17,Thursday,O-,RBC,1
2021-06-17,Thursday,O+,Platelets,0
2021-06-17,Thursday,O+,Plasma,0
2021-06-17,Thursday,O+,RBC,1
2021-06-17,Thursday,AB-,Platelets,0
2021-06-17,Thursday,AB-,Plasma,0
2021-06-17,Thursday,AB-,RBC,0
2021-06-17,Thursday,AB+,Platelets,2
2021-06-17,Thursday,AB+,RBC,2
2021-06-17,Thursday,O-,Platelets,0
2021-06-17,Thursday,B-,Plasma,0
2021-06-17,Thursday,A+,RBC,0
2021-06-17,Thursday,A+,Plasma,0
2021-06-17,Thursday,A+,Platelets,1
2021-06-17,Thursday,A-,RBC,1
2021-06-17,Thursday,A-,Plasma,0
2021-06-17,Thursday,B-,Platelets,0
2021-06-17,Thursday,B+,RBC,0
2021-06-17,Thursday,B+,Plasma,4
2021-06-17,Thursday,B+,Platelets,0
2021-06-17,Thursday,B-,RBC,1
2021-06-17,Thursday,A-,Platelets,1
2021-06-18,Friday,O-,Platelets,1
2021-06-18,Friday,O-,Plasma,0
2021-06-18,Friday,O-,RBC,1
2021-06-18,Friday,O+,Platelets,0
2021-06-18,Friday,O+,Plasma,2
2021-06-18,Friday,O+,RBC,1
2021-06-18,Friday,AB-,Platelets,1
2021-06-18,Friday,AB-,Plasma,0
2021-06-18,Friday,AB-,RBC,0
2021-06-18,Friday,AB+,Plasma,0
2021-06-18,Friday,AB+,RBC,0
2021-06-18,Friday,AB+,Platelets,0
2021-06-18,Friday,B-,Plasma,1
2021-06-18,Friday,A+,RBC,3
2021-06-18,Friday,A+,Plasma,0
2021-06-18,Friday,A+,Platelets,2
2021-06-18,Friday,A-,RBC,3
2021-06-18,Friday,A-,Plasma,5
2021-06-18,Friday,B-,Platelets,0
2021-06-18,Friday,B+,RBC,1
2021-06-18,Friday,B+,Plasma,0
2021-06-18,Friday,B+,Platelets,0
2021-06-18,Friday,B-,RBC,1
2021-06-18,Friday,A-,Platelets,4
2021-06-19,Saturday,AB+,Plasma,2
2021-06-19,Saturday,O-,Plasma,0
2021-06-19,Saturday,O-,RBC,4
2021-06-19,Saturday,O+,Platelets,8
2021-06-19,Saturday,O+,Plasma,2
2021-06-19,Saturday,O+,RBC,8
